check_type,check_name,new_name,check_domain,check_application,full_description,check_type_short,check_category,hr_comments,ap_comments
Clinical Fact Documentation,cfd_prdrml_inpatient,cfd_procsall-drugsall-labsall-visip,Inpatient Visits,"Procedures, Drugs, and Labs",counts of inpatient visits (visit_concept_id = 9201 or 2000000048) with and without an associated procedure AND an associated drug AND an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_vp_inpatient,cfd_payers-visip,Inpatient Visits,Visit Payer,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) with and without an associated record in visit_payer,cfd,Completeness,,
Clinical Fact Documentation,cfd_im_inpatient,cfd_immsall-visip,Inpatient Visits,All Immunization,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) with and without an associated immunization,cfd,Completeness,,
Clinical Fact Documentation,cfd_icu_inpatient,cfd_icu-visip,Inpatient Visits,ICU,"counts of inpatient visits (visit_concept_id = 9201 or 2000000048) with and without an associated ICU transfer (service_concept_id = 2000000079, 2000000080, or 2000000078)",cfd,Completeness,,
Clinical Fact Documentation,cfd_ob_inpatient,cfd_obsall-visip,Inpatient Visits,Observation,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) with and without an associated observation,cfd,Completeness,,
Clinical Fact Documentation,cfd_pr_long_inpatient,cfd_procsall-visiplong,Long Inpatient Visits,All Procedures,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated procedure,cfd,Completeness,,
Clinical Fact Documentation,cfd_co_long_inpatient,cfd_condsall-visiplong,Long Inpatient Visits,All Conditions,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated condition,cfd,Completeness,,
Clinical Fact Documentation,cfd_dr_long_inpatient,cfd_drugsall-visiplong,Long Inpatient Visits,All Drugs,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdr_long_inpatient,cfd_procsall-drugsall-visiplong,Long Inpatient Visits,Procedures and Drugs,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated procedure AND an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_ml_long_inpatient,cfd_labsall-visiplong,Long Inpatient Visits,Measurement Labs,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdrml_long_inpatient,cfd_procsall-drugsall-labsall-visiplong,Long Inpatient Visits,"Procedures, Drugs, and Labs",counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated procedure AND an associated drug AND an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_vp_long_inpatient,cfd_payers-visiplong,Long Inpatient Visits,Visit Payer,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated record in visit_payer,cfd,Completeness,,
Clinical Fact Documentation,cfd_im_long_inpatient,cfd_immsall-visiplong,Long Inpatient Visits,All Immunization,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated immunization,cfd,Completeness,,
Clinical Fact Documentation,cfd_icu_long_inpatient,cfd_icu-visiplong,Long Inpatient Visits,ICU,"counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated ICU transfer (service_concept_id = 2000000079, 2000000080, or 2000000078)",cfd,Completeness,,
Clinical Fact Documentation,cfd_ob_long_inpatient,cfd_obsall-visiplong,Long Inpatient Visits,Observation,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) longer than 2 days with and without an associated observation,cfd,Completeness,,
Clinical Fact Documentation,cfd_pr_outpatient,cfd_procsall-visop,Outpatient Visits,All Procedures,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated procedure,cfd,Completeness,,
Clinical Fact Documentation,cfd_co_outpatient,cfd_condsall-visop,Outpatient Visits,All Conditions,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated condition,cfd,Completeness,,
Clinical Fact Documentation,cfd_dr_outpatient,cfd_drugsall-visop,Outpatient Visits,All Drugs,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdr_outpatient,cfd_procsall-drugsall-visop,Outpatient Visits,Procedures and Drugs,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated procedure AND an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_ml_outpatient,cfd_labsall-visop,Outpatient Visits,Measurement Labs,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdrml_outpatient,cfd_procsall-drugsall-labsall-visop,Outpatient Visits,"Procedures, Drugs, and Labs",counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated procedure AND an associated drug AND an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_vp_outpatient,cfd_payers-visop,Outpatient Visits,Visit Payer,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated record in visit_payer,cfd,Completeness,,
Clinical Fact Documentation,cfd_im_outpatient,cfd_immsall-visop,Outpatient Visits,All Immunization,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated immunization,cfd,Completeness,,
Clinical Fact Documentation,cfd_ob_outpatient,cfd_obsall-visop,Outpatient Visits,Observation,counts of outpatient visits (visit_concept_id = 9202 or 581399) with and without an associated observation,cfd,Completeness,,
Clinical Fact Documentation,cfd_pr_emergency,cfd_procsall-vised,ED Visits,All Procedures,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated procedure,cfd,Completeness,,
Clinical Fact Documentation,cfd_co_emergency,cfd_condsall-vised,ED Visits,All Conditions,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated condition,cfd,Completeness,,
Clinical Fact Documentation,cfd_dr_emergency,cfd_drugsall-vised,ED Visits,All Drugs,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdr_emergency,cfd_procsall-drugsall-vised,ED Visits,Procedures and Drugs,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated procedure AND an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_ml_emergency,cfd_labsall-vised,ED Visits,Measurement Labs,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdrml_emergency,cfd_procsall-drugsall-labsall-vised,ED Visits,"Procedures, Drugs, and Labs",counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated procedure AND an associated drug AND an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_vp_emergency,cfd_payers-vised,ED Visits,Visit Payer,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated record in visit_payer,cfd,Completeness,,
Clinical Fact Documentation,cfd_im_emergency,cfd_immsall-vised,ED Visits,All Immunization,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated immunization,cfd,Completeness,,
Clinical Fact Documentation,cfd_ob_emergency,cfd_obsall-vised,ED Visits,Observation,counts of ED visits (visit_concept_id = 9203 or 2000000048) with and without an associated observation,cfd,Completeness,,
Clinical Fact Documentation,cfd_pr_cancelled,cfd_procsall-viscn,Cancelled Visits,All Procedures,counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated procedure,cfd,Completeness,,
Clinical Fact Documentation,cfd_co_cancelled,cfd_condsall-viscn,Cancelled Visits,All Conditions,counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated condition,cfd,Completeness,,
Clinical Fact Documentation,cfd_dr_cancelled,cfd_drugsall-viscn,Cancelled Visits,All Drugs,counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdr_cancelled,cfd_procsall-drugsall-viscn,Cancelled Visits,Procedures and Drugs,counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated procedure AND an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_ml_cancelled,cfd_labsall-viscn,Cancelled Visits,Measurement Labs,counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdrml_cancelled,cfd_procsall-drugsall-labsall-viscn,Cancelled Visits,"Procedures, Drugs, and Labs",counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated procedure AND an associated drug AND an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_vp_cancelled,cfd_payers-viscn,Cancelled Visits,Visit Payer,counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated record in visit_payer,cfd,Completeness,,
Clinical Fact Documentation,cfd_im_cancelled,cfd_immsall-viscn,Cancelled Visits,All Immunization,counts of cancelled visits (visit_source_concept_id = 2000001590)with and without an associated immunization,cfd,Completeness,,
Clinical Fact Documentation,cfd_icu_cancelled,cfd_icuall-viscn,Cancelled Visits,ICU,"counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated ICU transfer (service_concept_id = 2000000079, 2000000080, or 2000000078)",cfd,Completeness,,
Clinical Fact Documentation,cfd_ob_cancelled,cfd_obsall-viscn,Cancelled Visits,Observation,counts of cancelled visits (visit_source_concept_id = 2000001590) with and without an associated observation,cfd,Completeness,,
Clinical Fact Documentation,cfd_pr_primary_care,cfd_procsall-vispc,Primary Care Visits,All Procedures,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set) with and without an associated procedure,cfd,Completeness,,
Clinical Fact Documentation,cfd_co_primary_care,cfd_condsall-vispc,Primary Care Visits,All Conditions,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set)Ê with and without an associated condition,cfd,Completeness,,
Clinical Fact Documentation,cfd_dr_primary_care,cfd_drugsall-vispc,Primary Care Visits,All Drugs,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set) with and without an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdr_primary_care,cfd_procsall-drugsall-vispc,Primary Care Visits,Procedures and Drugs,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set)Ê with and without an associated procedure AND an associated drug,cfd,Completeness,,
Clinical Fact Documentation,cfd_ml_primary_care,cfd_labsall-vispc,Primary Care Visits,Measurement Labs,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set)Ê with and without an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_prdrml_primary_care,cfd_procsall-drugsall-labsall-vispc,Primary Care Visits,"Procedures, Drugs, and Labs",counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set)Ê with and without an associated procedure AND an associated drug AND an associated lab value,cfd,Completeness,,
Clinical Fact Documentation,cfd_vp_primary_care,cfd_payers-vispc,Primary Care Visits,Visit Payer,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set)Ê with and without an associated record in visit_payer,cfd,Completeness,,
Clinical Fact Documentation,cfd_im_primary_care,cfd_immsall-vispc,Primary Care Visits,All Immunization,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set)Ê with and without an associated immunization,cfd,Completeness,,
Clinical Fact Documentation,cfd_ob_primary_care,cfd_obsall-vispc,Primary Care Visits,Observation,counts of primary care visits (9202 visits with a provider or care site specialty from the general_practice_specialties concept set) with and without an associated observation,cfd,Completeness,,
Missing Field: Visit ID,mf_visitid_coied,mf_condsall-visitid,Condition Occurrence,"Inpatient, Outpatient, and ED Conditions","for conditions excluding the problem list (condition_type_concept_id != 2000000089, 2000000090, and 2000000091), counts of visit_occurrence_ids that do not also exist in the visit_occurrence table",mf_visitid,Completeness,,
Missing Field: Visit ID,mf_visitid_dr,mf_drugsall-visitid,Drug Exposure,All Drugs,"for the full drug_exposure table, counts of visit_occurrence_ids that do not also exist in the visit_occurrence table",mf_visitid,Completeness,,
Missing Field: Visit ID,mf_visitid_dp,mf_drugspresc-visitid,Drug Exposure,Prescription Drugs,"for prescription or inpatient drugs (drug_type_concept_id != 38000175), counts of visit_occurrence_ids that do not also exist in the visit_occurrence table",mf_visitid,Completeness,,
Missing Field: Visit ID,mf_visitid_pr,mf_procsall-visitid,Procedure Occurrence,All Procedures,"for the full procedure table, counts of visit_occurrence_ids that do not also exist in the visit_occurrence table",mf_visitid,Completeness,,
Missing Field: Visit ID,mf_visitid_ml,mf_labsall-visitid,Measurement,Measurement Labs,"for lab values in the measurement table, counts of visit_occurrence_ids that do not also exist in the visit_occurrence table",mf_visitid,Completeness,,
Missing Field: Visit ID,mf_visitid_im,mf_immsall-visitid,Immunization,All Immunization,"for the full immunization table, counts of visit_occurrence_ids that do not also exist in the visit_occurrence table",mf_visitid,Completeness,,
Facts Over Time,fot_im,fot_immsall,Immunization,All Immunization,counts in the full immunization table in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_im_covid19,fot_immscovid19,Immunization,COVID-19 Immunization,counts of COVID-19 immunizations (codeset: c19_immunizations; found in specs folder of GitHub repository) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_pr_appendectomy,fot_appendectomy,Procedure Occurrence,Appendectomy Procedures,counts of appendectomy procedures (codeset: appendectomy; found in the specs folder of the GitHub repository) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vi,fot_visall,Visit Occurrence,All Visits,counts in the full visit_occurrence table in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vo_office,fot_visofc,Visit Occurrence,Outpatient Visits: Office,counts of outpatient office visits (visit_concept_id = 9202) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vo_labs,fot_labsall-visofc,Visit Occurrence,Outpatient Visits: Labs,counts of outpatient lab visits (visit_concept_id = 2000000469) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vo_th,fot_visth,Visit Occurrence,Outpatient Visits: Telehealth,counts of outpatient telehealth visits (visit_concept_id = 581399) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vo_oa,fot_visoa,Visit Occurrence,Outpatient Visits: Other Ambulatory,counts of outpatient other ambulatory visits (visit_concept_id = 44814711) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vip_ipcombined,fot_visip-visei,Visit Occurrence,Inpatient Visits,counts of inpatient visits (visit_concept_id = 9201 or 2000000048) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_ved,fot_vised,Visit Occurrence,Inpatient or ED to Inpatient Visits,counts of emergency visits (visit_concept_id = 9203) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vob,fot_visobs,Visit Occurrence,Observation Visits,counts of observation visits (visit_concept_id = 2000000088) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_prvo,fot_procsall-visop,Procedure Occurrence,Outpatient Procedures,counts of outpatient procedures (visit_concept_id = 9202 when inner joined to visit_occurrence) in each month from 2009-01-01 to the month of the current data submissionÂ ,fot,Consistency,,
Facts Over Time,fot_adt_picu,fot_adtpicu,ADT Occurrence,PICU,counts of PICU (service_concept_id = 2000000078) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_adt_nicu,fot_adtnicu,ADT Occurrence,NICU,counts of NICU (service_concept_id = 2000000080) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_adt_cicu,fot_adtcicu,ADT Occurrence,CICU,counts of CICU (service_concept_id = 2000000079) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_dp,fot_drugspresc,Drug Exposure,Prescription Drugs,counts of prescription drugs (drug_type_concept_id = 3800177) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_ip,fot_drugsip,Drug Exposure,Inpatient Administrations,counts of inpatient administrations (drug_type_concept_id = 38000180) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_co,fot_condsall,Condition Occurrence,All Conditions,counts of all conditions in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_cop,fot_condsop,Condition Occurrence,Outpatient Conditions: All,"counts of all outpatient conditions (condition_type_concept_id = 2000000095, 2000000096, 2000000097, 2000000101, 2000000102, or 2000000103) in each month from 2009-01-01 to the month of the current data submission",fot,Consistency,,
Facts Over Time,fot_ci,fot_condsip,Condition Occurrence,Inpatient Conditions: All,"counts of all inpatient conditions (condition_type_concept_id = 2000000092, 2000000093, 2000000094, 2000000098, 2000000099, or 2000000100) in each month from 2009-01-01 to the month of the current data submission",fot,Consistency,,
Facts Over Time,fot_ced,fot_condsed,Condition Occurrence,ED Conditions: All,"counts of all emergency department conditions (condition_type_concept_id = 2000001280, 2000001281, 2000001282, 2000001283, 2000001284, or 2000001285) in each month from 2009-01-01 to the month of the current data submission",fot,Consistency,,
Facts Over Time,fot_cop_cb,fot_condsopbill,Condition Occurrence,Outpatient Conditions: Billing,"counts of billed outpatient conditions (condition_type_concept_id = 2000000096, 2000000097, 2000000102, or 2000000103) in each month from 2009-01-01 to the month of the current data submission",fot,Consistency,,
Facts Over Time,fot_cop_cc,fot_condsoporder,Condition Occurrence,Outpatient Conditions: Order,counts of ordered outpatient conditions (condition_type_concept_id = 2000000095 or 2000000101) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_ci_cc,fot_condsiporder,Condition Occurrence,Inpatient Conditions: Order,counts of ordered inpatient conditions (condition_type_concept_id = 2000000092 or 2000000098) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_ci_cb,fot_condsipbill,Condition Occurrence,Inpatient Conditions: Billing,"counts of billed inpatient conditions (condition_type_concept_id = 2000000099, 2000000100, 2000000093, or 2000000094) in each month from 2009-01-01 to the month of the current data submission",fot,Consistency,,
Facts Over Time,fot_voml,fot_labsall-visofc,Measurement,Outpatient Labs,counts of outpatient lab values (visit_concept_id = 9202 when inner joined to visit_occurrence) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vodi,fot_drugsip-visofc,Drug Exposure,Outpatient Administrations,counts of outpatient administrations (drug_type_concept_id = 38000180 and visit_concept_id = 9202 when inner joined to visit_occurrence) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_vipdp,fot_drugspresc-visip,Drug Exposure,Inpatient Prescriptions,counts of inpatient prescriptions (drug_type_concept_id = 38000177 and visit_concept_id = 9201 or 2000000048 when inner joined to visit_occurrence) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_ma_ht,fot_anthrosht,Measurement,Height,counts of heights (measurement_concept_id = 3023540) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_ma_wt,fot_anthroswt,Measurement,Weight,counts of weights (measurement_concept_id = 3013762) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_mv_sbp,fot_vitalssbp,Measurement,Systolic Blood Pressure,"counts of systolic blood pressure values (measurement_concept_id = 3018586, 3035856, 3009395, or 3004249) in each month from 2009-01-01 to the month of the current data submission",fot,Consistency,,
Facts Over Time,fot_mv_dbp,fot_vitalsdbp,Measurement,Diastolic Blood Pressure,"counts of diastolic blood pressure values (measurement_concept_id = 3034703, 3019962, 3013940, or 3012888) in each month from 2009-01-01 to the month of the current data submission",fot,Consistency,,
Facts Over Time,fot_dpr,fot_drugsrprt,Drug Exposure,Patient Reported Drugs,counts of patient reported drugs (drug_type_concept_id = 32685) in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_aud,fot_obssdohaud,Observation,SDOH - Alcohol Use Disorder,counts of Alcohol Use Disorder SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_food_insecurity,fot_obssdohfood,Observation,SDOH - Food Insecurity,counts of Food Insecurity SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_health_literacy,fot_obsasdohliter,Observation,SDOH - Health Literacy,counts of Health Literacy SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_housing_stability,fot_obssdohhous,Observation,SDOH - Housing Stability,counts of Housing Stability SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_ipv,fot_obssdohipv,Observation,SDOH - Intimate Partner Violence,counts of Intimate Partner Violence SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_mdd,fot_obssdohmdd,Observation,SDOH - Depression,counts of Depression SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_physical_activity,fot_obssdohact,Observation,SDOH - Physical Activity,counts of Physical Activity SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_ppd,fot_obssdohppd,Observation,SDOH - Postpartum Depression,counts of Postpartum Depression SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_stress,fot_obssdohstress,Observation,SDOH - Stress,counts of Stress SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_sdoh_utilities,fot_obssdohutil,Observation,SDOH - Utilities,counts of Utilities SDOH survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_promis_anxiety,fot_obspromisanxiety,Observation,PROMIS - Anxiety,counts of Anxiety PROMIS survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_promis_mdd,fot_obspromismdd,Observation,PROMIS - Depression,counts of Depression PROMIS survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_promis_global,fot_obspromisglobal,Observation,PROMIS - Global,counts of Global PROMIS survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_promis_pain_behavior,fot_obspromispainbehav,Observation,PROMIS - Pain Behavior,counts of Pain Behavior PROMIS survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_promis_pain_intensity,fot_obspromispainintens,Observation,PROMIS - Pain Intensity,counts of Pain Intensity PROMIS survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_promis_pain_interference,fot_obspromispaininterf,Observation,PROMIS - Pain Interference,counts of Pain Interference PROMIS survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,k.,
Facts Over Time,fot_promis_physical_function,fot_obspromispainfunc,Observation,PROMIS - Physical Function,counts of Physical Function PROMIS survey data in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_gp_visits,fot_visgp,Visit Occurrence,General Practice Visits,counts of General Practice visits in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Facts Over Time,fot_wc_codes,fot_visall-condswcc-procswcc,Condition Occurrence or Procedure Occurrence,Visits with Well-Child Code,counts of visits with a well-child procedure or diagnosis code in each month from 2009-01-01 to the month of the current data submission,fot,Consistency,,
Unmapped Concepts,uc_dr,uc_drugsall,Drug Exposure,All Drugs,"for the full drug_exposure table, counts of drug_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_di,uc_drugsip,Drug Exposure,Inpatient Administrations,"for inpatient administrations (drug_type_concept_id = 38000180), counts of drug_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_dp,uc_drugspresc,Drug Exposure,Prescription Drugs,"for prescription drugs (drug_type_concept_id = 38000177), counts of drug_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_du,uc_drugs-doseunits,Drug Exposure,Drug Dose Unit,"for the full drug_exposure table, counts of dose_unit_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_drt,uc_drugs-route,Drug Exposure,Drug Route,"for the full drug_exposure table, counts of route_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_co,uc_condsall,Condition Occurrence,All Conditions,"for the full condition_occurrence table, counts of condition_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_co_scid,uc_condsall-scid,Condition Occurrence,Condition Sources,"for the full condition_occurrence table, counts of condition_source_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_ml,uc_labsall,Measurement,Measurement Labs,"for lab values in the measurement table, counts of measurement_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_mlu,uc_labs-units,Measurement,Lab Units,"for QUANTITATIVE lab values (labs where value_as_number is not NULL or 9999) in the measurement table, counts of unit_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_im,uc_immsall,Immunization,All Immunization,"for the full immunization table, counts of immunization_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_imu,uc_immsall-doseunits,Immunization,Immunization Dose Unit,"for the full immunization table, counts of imm_dose_unit_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_imrt,uc_immsall-route,Immunization,Immunization Route,"for the full immmunization table, counts of imm_route_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_pr,uc_procsall,Procedure Occurrence,All Procedures,"for the full procedure table, counts of procedure_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_po,uc_procsord,Procedure Occurrence,Ordered Procedures,"for ordered procedures (procedure_type_concept_id = 2000001494 or 38000275), counts of procedure_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_pb,uc_procsbill,Procedure Occurrence,Billed Procedures,"for billed procedures (procedure_type_concept_id = 44786630 or 44786631), counts of procedure_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_vpt,uc_payers-payertype,Visit Payer,plan_type,"for all payers, counts of plan_type mapped to Other/Unknown",uc,Completeness,,
Unmapped Concepts,uc_vpc,uc_payers-payerclass,Visit Payer,plan_class,"for all payers, counts of plan_class mapped to Other/Unknown",uc,Completeness,,
Unmapped Concepts,uc_dpr,uc_drugsprt,Drug Exposure,Patient Reported Drugs,"for patient reported drugs (drug_type_concept_id = 32865), counts of drug_concept_ids mapped to 44814650, 0, 44814653, or 44814649",uc,Completeness,,
Unmapped Concepts,uc_gest_age,uc_gestage,Person,Gestational Age,"for patients whose first visit occurred at <= 2 years of age, count of patients with a gesational age that is NULL or 0",uc,Completeness,,
Vocabulary Conformance,vc_pr_cid,vc_procsall-cid,Procedure Occurrence,procedure_concept_id,"counts of all available vocabularies in procedure_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: ICD10CM, CPT4, ICD9CM, ICD10, ICD9, ICD10PCS, ICD9Proc, HCPCS, SNOMED",vc,Conformance,,
